dataset,service,fault,instance,seed,budget,top1,top3,top5,avg5,full_trace_count,full_anomalous_trace_count,kept_trace_count,kept_anomalous_trace_count,total_reduction,post_injection_reduction,top5_services
RE2-OB,recommendationservice,loss,2,2031,0.5,0.0,1.0,1.0,0.8,23300,10921,17839,5460,0.23437768240343348,0.5000457833531728,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2031,0.75,0.0,1.0,1.0,0.8,23300,10921,20570,8191,0.11716738197424892,0.24997710832341358,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2031,1.0,0.0,1.0,1.0,0.8,23300,10921,23300,10921,0.0,0.0,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2032,0.05,0.0,1.0,1.0,0.8,23300,10921,12925,546,0.4452789699570815,0.9500045783353173,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2032,0.1,0.0,1.0,1.0,0.8,23300,10921,13471,1092,0.4218454935622318,0.9000091566706345,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2032,0.15,0.0,1.0,1.0,0.8,23300,10921,14017,1638,0.39841201716738195,0.8500137350059518,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2032,0.2,0.0,1.0,1.0,0.8,23300,10921,14563,2184,0.37497854077253223,0.800018313341269,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2032,0.25,0.0,1.0,1.0,0.8,23300,10921,15109,2730,0.3515450643776824,0.7500228916765864,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2032,0.35,0.0,1.0,1.0,0.8,23300,10921,16201,3822,0.30467811158798286,0.650032048347221,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2032,0.5,0.0,1.0,1.0,0.8,23300,10921,17839,5460,0.23437768240343348,0.5000457833531728,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2032,0.75,0.0,1.0,1.0,0.8,23300,10921,20570,8191,0.11716738197424892,0.24997710832341358,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2032,1.0,0.0,1.0,1.0,0.8,23300,10921,23300,10921,0.0,0.0,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2033,0.05,0.0,1.0,1.0,0.8,23300,10921,12925,546,0.4452789699570815,0.9500045783353173,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2033,0.1,0.0,1.0,1.0,0.8,23300,10921,13471,1092,0.4218454935622318,0.9000091566706345,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2033,0.15,0.0,1.0,1.0,0.8,23300,10921,14017,1638,0.39841201716738195,0.8500137350059518,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2033,0.2,0.0,1.0,1.0,0.8,23300,10921,14563,2184,0.37497854077253223,0.800018313341269,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2033,0.25,0.0,1.0,1.0,0.8,23300,10921,15109,2730,0.3515450643776824,0.7500228916765864,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2033,0.35,0.0,1.0,1.0,0.8,23300,10921,16201,3822,0.30467811158798286,0.650032048347221,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2033,0.5,0.0,1.0,1.0,0.8,23300,10921,17839,5460,0.23437768240343348,0.5000457833531728,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2033,0.75,0.0,1.0,1.0,0.8,23300,10921,20570,8191,0.11716738197424892,0.24997710832341358,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2033,1.0,0.0,1.0,1.0,0.8,23300,10921,23300,10921,0.0,0.0,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2034,0.05,0.0,1.0,1.0,0.8,23300,10921,12925,546,0.4452789699570815,0.9500045783353173,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2034,0.1,0.0,1.0,1.0,0.8,23300,10921,13471,1092,0.4218454935622318,0.9000091566706345,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2034,0.15,0.0,1.0,1.0,0.8,23300,10921,14017,1638,0.39841201716738195,0.8500137350059518,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2034,0.2,0.0,1.0,1.0,0.8,23300,10921,14563,2184,0.37497854077253223,0.800018313341269,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2034,0.25,0.0,1.0,1.0,0.8,23300,10921,15109,2730,0.3515450643776824,0.7500228916765864,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'emailservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,2,2034,0.35,0.0,1.0,1.0,0.8,23300,10921,16201,3822,0.30467811158798286,0.650032048347221,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2034,0.5,0.0,1.0,1.0,0.8,23300,10921,17839,5460,0.23437768240343348,0.5000457833531728,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2034,0.75,0.0,1.0,1.0,0.8,23300,10921,20570,8191,0.11716738197424892,0.24997710832341358,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2034,1.0,0.0,1.0,1.0,0.8,23300,10921,23300,10921,0.0,0.0,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2035,0.05,0.0,1.0,1.0,0.8,23300,10921,12925,546,0.4452789699570815,0.9500045783353173,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2035,0.1,0.0,1.0,1.0,0.8,23300,10921,13471,1092,0.4218454935622318,0.9000091566706345,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2035,0.15,0.0,1.0,1.0,0.8,23300,10921,14017,1638,0.39841201716738195,0.8500137350059518,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2035,0.2,0.0,1.0,1.0,0.8,23300,10921,14563,2184,0.37497854077253223,0.800018313341269,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2035,0.25,0.0,1.0,1.0,0.8,23300,10921,15109,2730,0.3515450643776824,0.7500228916765864,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2035,0.35,0.0,1.0,1.0,0.8,23300,10921,16201,3822,0.30467811158798286,0.650032048347221,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2035,0.5,0.0,1.0,1.0,0.8,23300,10921,17839,5460,0.23437768240343348,0.5000457833531728,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2035,0.75,0.0,1.0,1.0,0.8,23300,10921,20570,8191,0.11716738197424892,0.24997710832341358,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2035,1.0,0.0,1.0,1.0,0.8,23300,10921,23300,10921,0.0,0.0,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,3,2026,0.05,0.0,1.0,1.0,0.8,23093,10731,12899,537,0.441432468713463,0.949958065417948,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,3,2026,0.1,0.0,1.0,1.0,0.8,23093,10731,13435,1073,0.4182219720261551,0.9000093187960115,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2026,0.15,0.0,1.0,1.0,0.8,23093,10731,13972,1610,0.39496817217338587,0.8499673842139596,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,3,2026,0.2,0.0,1.0,1.0,0.8,23093,10731,14508,2146,0.3717576754860781,0.8000186375920231,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2026,0.25,0.0,1.0,1.0,0.8,23093,10731,15045,2683,0.34850387563330876,0.7499767030099711,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2026,0.35,0.0,1.0,1.0,0.8,23093,10731,16118,3756,0.30203957909323176,0.6499860218059827,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2026,0.5,0.0,1.0,1.0,0.8,23093,10731,17728,5366,0.23232148270038544,0.4999534060199422,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2026,0.75,0.0,1.0,1.0,0.8,23093,10731,20410,8048,0.11618239293292343,0.2500232969900289,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2026,1.0,0.0,1.0,1.0,0.8,23093,10731,23093,10731,0.0,0.0,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2027,0.05,0.0,1.0,1.0,0.8,23093,10731,12899,537,0.441432468713463,0.949958065417948,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'paymentservice']"
RE2-OB,recommendationservice,loss,3,2027,0.1,0.0,1.0,1.0,0.8,23093,10731,13435,1073,0.4182219720261551,0.9000093187960115,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2027,0.15,0.0,1.0,1.0,0.8,23093,10731,13972,1610,0.39496817217338587,0.8499673842139596,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2027,0.2,0.0,1.0,1.0,0.8,23093,10731,14508,2146,0.3717576754860781,0.8000186375920231,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,3,2027,0.25,0.0,1.0,1.0,0.8,23093,10731,15045,2683,0.34850387563330876,0.7499767030099711,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,3,2027,0.35,0.0,1.0,1.0,0.8,23093,10731,16118,3756,0.30203957909323176,0.6499860218059827,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2027,0.5,0.0,1.0,1.0,0.8,23093,10731,17728,5366,0.23232148270038544,0.4999534060199422,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2027,0.75,0.0,1.0,1.0,0.8,23093,10731,20410,8048,0.11618239293292343,0.2500232969900289,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2027,1.0,0.0,1.0,1.0,0.8,23093,10731,23093,10731,0.0,0.0,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2028,0.05,0.0,1.0,1.0,0.8,23093,10731,12899,537,0.441432468713463,0.949958065417948,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2028,0.1,0.0,1.0,1.0,0.8,23093,10731,13435,1073,0.4182219720261551,0.9000093187960115,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2028,0.15,0.0,1.0,1.0,0.8,23093,10731,13972,1610,0.39496817217338587,0.8499673842139596,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2028,0.2,0.0,1.0,1.0,0.8,23093,10731,14508,2146,0.3717576754860781,0.8000186375920231,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2028,0.25,0.0,1.0,1.0,0.8,23093,10731,15045,2683,0.34850387563330876,0.7499767030099711,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2028,0.35,0.0,1.0,1.0,0.8,23093,10731,16118,3756,0.30203957909323176,0.6499860218059827,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2028,0.5,0.0,1.0,1.0,0.8,23093,10731,17728,5366,0.23232148270038544,0.4999534060199422,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2028,0.75,0.0,1.0,1.0,0.8,23093,10731,20410,8048,0.11618239293292343,0.2500232969900289,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2028,1.0,0.0,1.0,1.0,0.8,23093,10731,23093,10731,0.0,0.0,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2029,0.05,0.0,1.0,1.0,0.8,23093,10731,12899,537,0.441432468713463,0.949958065417948,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2029,0.1,0.0,1.0,1.0,0.8,23093,10731,13435,1073,0.4182219720261551,0.9000093187960115,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2029,0.15,0.0,1.0,1.0,0.8,23093,10731,13972,1610,0.39496817217338587,0.8499673842139596,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2029,0.2,0.0,1.0,1.0,0.8,23093,10731,14508,2146,0.3717576754860781,0.8000186375920231,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2029,0.25,0.0,1.0,1.0,0.8,23093,10731,15045,2683,0.34850387563330876,0.7499767030099711,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2029,0.35,0.0,1.0,1.0,0.8,23093,10731,16118,3756,0.30203957909323176,0.6499860218059827,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2029,0.5,0.0,1.0,1.0,0.8,23093,10731,17728,5366,0.23232148270038544,0.4999534060199422,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2029,0.75,0.0,1.0,1.0,0.8,23093,10731,20410,8048,0.11618239293292343,0.2500232969900289,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2029,1.0,0.0,1.0,1.0,0.8,23093,10731,23093,10731,0.0,0.0,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2030,0.05,0.0,1.0,1.0,0.8,23093,10731,12899,537,0.441432468713463,0.949958065417948,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'emailservice']"
RE2-OB,recommendationservice,loss,3,2030,0.1,0.0,1.0,1.0,0.8,23093,10731,13435,1073,0.4182219720261551,0.9000093187960115,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,3,2030,0.15,0.0,1.0,1.0,0.8,23093,10731,13972,1610,0.39496817217338587,0.8499673842139596,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
