dataset,service,fault,instance,budget,top1,top3,top5,avg5,full_trace_count,full_anomalous_trace_count,kept_trace_count,kept_anomalous_trace_count,top5_services
RE2-TT,ts-route-service,socket,3,1.0,1.0,1.0,1.0,1.0,6515,3142,6515,3142,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-train-service,socket,1,0.1,0.0,1.0,1.0,0.8,1754,1692,231,169,"['ts-basic-service', 'ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-config-service']"
RE2-TT,ts-train-service,socket,1,0.25,0.0,1.0,1.0,0.8,1754,1692,485,423,"['ts-basic-service', 'ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-config-service']"
RE2-TT,ts-train-service,socket,1,0.5,0.0,1.0,1.0,0.8,1754,1692,908,846,"['ts-basic-service', 'ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-config-service']"
RE2-TT,ts-train-service,socket,1,1.0,0.0,1.0,1.0,0.8,1754,1692,1754,1692,"['ts-basic-service', 'ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-config-service']"
RE2-TT,ts-train-service,socket,2,0.1,1.0,1.0,1.0,1.0,6666,3318,3680,332,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,socket,2,0.25,1.0,1.0,1.0,1.0,6666,3318,4178,830,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,socket,2,0.5,1.0,1.0,1.0,1.0,6666,3318,5007,1659,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,socket,2,1.0,1.0,1.0,1.0,1.0,6666,3318,6666,3318,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,socket,3,0.1,1.0,1.0,1.0,1.0,6544,3253,3616,325,"['ts-train-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-train-service,socket,3,0.25,1.0,1.0,1.0,1.0,6544,3253,4104,813,"['ts-train-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-train-service,socket,3,0.5,1.0,1.0,1.0,1.0,6544,3253,4917,1626,"['ts-train-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-train-service,socket,3,1.0,1.0,1.0,1.0,1.0,6544,3253,6544,3253,"['ts-train-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-travel-service,socket,1,0.1,1.0,1.0,1.0,1.0,6568,3323,3577,332,"['ts-travel-service', 'ts-food-service', 'ts-admin-travel-service', 'ts-auth-service', 'ts-route-service']"
RE2-TT,ts-travel-service,socket,1,0.25,1.0,1.0,1.0,1.0,6568,3323,4076,831,"['ts-travel-service', 'ts-food-service', 'ts-admin-travel-service', 'ts-auth-service', 'ts-basic-service']"
RE2-TT,ts-travel-service,socket,1,0.5,1.0,1.0,1.0,1.0,6568,3323,4907,1662,"['ts-travel-service', 'ts-food-service', 'ts-admin-travel-service', 'ts-basic-service', 'ts-ticketinfo-service']"
RE2-TT,ts-travel-service,socket,1,1.0,1.0,1.0,1.0,1.0,6568,3323,6568,3323,"['ts-travel-service', 'ts-food-service', 'ts-admin-travel-service', 'ts-basic-service', 'ts-ticketinfo-service']"
RE2-TT,ts-travel-service,socket,2,0.1,1.0,1.0,1.0,1.0,6776,3361,3751,336,"['ts-travel-service', 'ts-seat-service', 'ts-food-service', 'ts-station-service', 'ts-order-service']"
RE2-TT,ts-travel-service,socket,2,0.25,1.0,1.0,1.0,1.0,6776,3361,4255,840,"['ts-travel-service', 'ts-seat-service', 'ts-food-service', 'ts-station-service', 'ts-order-service']"
RE2-TT,ts-travel-service,socket,2,0.5,1.0,1.0,1.0,1.0,6776,3361,5095,1680,"['ts-travel-service', 'ts-seat-service', 'ts-food-service', 'ts-station-service', 'ts-order-service']"
RE2-TT,ts-travel-service,socket,2,1.0,1.0,1.0,1.0,1.0,6776,3361,6776,3361,"['ts-travel-service', 'ts-seat-service', 'ts-food-service', 'ts-station-service', 'ts-order-service']"
RE2-TT,ts-travel-service,socket,3,0.1,0.0,1.0,1.0,0.8,6849,3370,3816,337,"['ts-seat-service', 'ts-travel-service', 'ts-food-service', 'ts-basic-service', 'ts-station-service']"
RE2-TT,ts-travel-service,socket,3,0.25,0.0,1.0,1.0,0.8,6849,3370,4321,842,"['ts-seat-service', 'ts-travel-service', 'ts-food-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-travel-service,socket,3,0.5,0.0,1.0,1.0,0.8,6849,3370,5164,1685,"['ts-seat-service', 'ts-travel-service', 'ts-food-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-travel-service,socket,3,1.0,0.0,1.0,1.0,0.8,6849,3370,6849,3370,"['ts-seat-service', 'ts-travel-service', 'ts-food-service', 'ts-basic-service', 'ts-station-service']"
